"","date","B1_cv","B2_cv","B3_cv","B4_cv","B1_glcm_contrast_std","B1_glcm_homogeneity_std","B1_glcm_dissimilarity_std","B1_glcm_entropy_std","B1_glcm_ASM_std","B2_glcm_contrast_std","B2_glcm_homogeneity_std","B2_glcm_dissimilarity_std","B2_glcm_entropy_std","B2_glcm_ASM_std","B3_glcm_contrast_std","B3_glcm_homogeneity_std","B3_glcm_dissimilarity_std","B3_glcm_entropy_std","B3_glcm_ASM_std","B4_glcm_contrast_std","B4_glcm_homogeneity_std","B4_glcm_dissimilarity_std","B4_glcm_entropy_std","B4_glcm_ASM_std","B1_window_3","B1_window_5","B1_window_7","B1_window_9","B2_window_3","B2_window_5","B2_window_7","B2_window_9","B3_window_3","B3_window_5","B3_window_7","B3_window_9","B4_window_3","B4_window_5","B4_window_7","B4_window_9","site"
"15",20240408,0.0906183395848562,0.13107332785825,0.0644285309402411,0.0679484985551985,4.2177644327991,0.153788742928719,0.661172920155074,0.431743824606916,0.159887755101924,5.54522489772995,0.161968480493112,0.776721767489869,0.48279395416693,0.19023332539517,3.98475008919354,0.152952695745845,0.691428793501264,0.356993892174525,0.112530452626935,4.87430246222603,0.137893711664804,0.791723649696924,0.265862371669422,0.0662706155040823,3.94932282492475,5.67722571668441,6.8213650193816,7.48420258855148,4.95234402166305,7.25163415001805,8.64891914543906,9.48491516476067,3.24635112619642,4.44675637453084,5.35183814527685,5.97313362794546,2.43199777440042,3.29233995398709,3.87469228900631,4.2320190051176,"site14"
"25",20240513,0.264067832829157,0.514647228908049,0.155523546666949,0.122656049509468,4.94871522552336,0.170756498911849,0.751041096538298,0.535552240214942,0.227722012727491,5.29034431269482,0.189814706549367,0.843139575840555,0.576744456253554,0.246255996470119,4.41017270143905,0.155002290054772,0.712854562222494,0.415162914575275,0.145606376710353,4.16403163960856,0.161026554961555,0.79004394881348,0.332011305385551,0.0920344668062974,7.19404216450704,10.5594248137042,12.5820089236056,13.7299422868445,7.94949115101717,12.1931671795974,14.8922015043601,16.473424607162,5.2449743655317,7.7832826774502,9.45437175630894,10.4889899913856,4.02236786839091,5.62807161181238,6.72582377378688,7.4369247134589,"site14"
"35",20240709,0.255108311734666,0.385061179490255,0.166169587254148,0.141963522663134,3.81767125513029,0.166137452071124,0.667932682275515,0.535689427486405,0.229360473252375,4.42909052583216,0.182305499727994,0.747206620072031,0.584148421934168,0.253235852650607,3.83886961824268,0.147538899335957,0.645991334355141,0.397908892488966,0.133589612126372,4.85400834429992,0.159317574607183,0.849260227276908,0.316412879523787,0.0830708116694721,5.73336162878603,8.60677489530206,10.4111793768343,11.4878461342718,7.31061593327127,11.1372436275472,13.5875836562232,15.0579950404686,4.91751709120414,7.23954491964058,8.71454228166834,9.61209030747679,3.63890196943282,5.04345739941523,5.83138634596012,6.21353633878396,"site14"
"45",20240812,0.306872267616307,0.523353888990085,0.333066922284756,0.135566205078102,3.92013948585374,0.166665575058936,0.667255496515352,0.549467552997558,0.244623911959971,3.8807277194144,0.182230125296802,0.704264652297835,0.583030670937559,0.261179113920092,4.0741722813735,0.172309713196408,0.703290468777413,0.550480715617334,0.242966117562622,4.93739379580343,0.15419740387187,0.851630245987001,0.306221978786973,0.0791731530423182,6.81543083145514,10.1211065921266,12.212927750874,13.4464916627647,7.32814692564156,11.1934978801108,13.7516652012571,15.349033722618,6.71034884003404,10.2195071616812,12.5165772788164,13.9118513611839,3.94056452851531,5.41971110081822,6.25558165247925,6.69375081117934,"site14"
"16",20240408,0.0401463093004434,0.0495028690107712,0.0513895648500493,0.0882086396152721,2.10575331856574,0.137604440185675,0.445462981415303,0.4027084162445,0.138708440965709,1.76649146450724,0.12316400197539,0.40364978422285,0.351881782484009,0.113418783356703,3.90545078882702,0.130116837252287,0.683802612094373,0.252613682754249,0.0606858325531283,3.81483124774592,0.13613531745868,0.693574153485023,0.26250014344553,0.0627247279141741,1.96870582863084,2.50885270315322,2.73913933528475,2.86042663775743,1.9552017773256,2.74036456895853,3.27603171845517,3.60759920205402,2.02376362691366,2.26793158015636,2.42301187237352,2.49488911691972,2.43663553105289,3.27316415672631,3.86647275215268,4.28826044167096,"site15"
"26",20240513,0.118709886892158,0.255416103673235,0.0867625622782383,0.116007013867091,2.40719513738931,0.149902621796183,0.498979846766448,0.431649806886826,0.150184152053394,2.52155891905884,0.159477958171003,0.530911289439435,0.506724428130728,0.203235119201641,2.7276290280802,0.13431621727533,0.523052306386788,0.322345815278515,0.0901544048644272,4.38506887673698,0.142432507233318,0.759911243311324,0.273241897763073,0.0674881978466525,3.48364649839251,4.74506927198936,5.34219226847558,5.65965876807295,3.83732285677076,5.71072719694994,6.86068558191443,7.57368570684166,3.00169569138252,3.84796089542197,4.16997940328046,4.22857326490327,3.64298212608933,4.84909206658731,5.5892410000159,6.13474968827859,"site15"
"36",20240709,0.136547011748585,0.267315440241991,0.0896442217340204,0.09491538267536,1.90785795759243,0.132265062522689,0.393768159012065,0.458950291967047,0.184772849659458,2.60329584989472,0.13940104700033,0.447630788119258,0.491736541783665,0.216030904592429,2.49869535625654,0.126465727705642,0.498953695478772,0.306339512901094,0.0869648366571169,4.31562529949445,0.135474886038013,0.736407863515462,0.26254045107736,0.0658950866304588,3.24040527276126,4.49161535393793,5.1330252647034,5.46669007223563,4.26856267256729,6.09552391560752,7.15519866715461,7.82513030406076,2.80048125004849,3.71043606280404,4.12474863345039,4.26315685529375,3.27348918689622,4.39679015806559,5.17636602993392,5.77051142417648,"site15"
"46",20240812,0.153633827656562,0.250512506777069,0.144571062108733,0.113278910305631,2.37904482047893,0.134907789713595,0.441701678052093,0.411326803025758,0.146539320777776,2.55443247273367,0.147668009871851,0.49596006434256,0.476831422505434,0.190747607116111,2.72989029366529,0.128542129921168,0.457175627234196,0.391911460007807,0.138433261292896,4.53978305063617,0.149335660959434,0.786831614571095,0.282572703079522,0.067435545062259,3.47267932697636,4.87000691995084,5.5531758797316,5.92308908863687,3.49136888406811,5.23576669794791,6.2820107411569,6.92015743603972,3.23958862950668,4.6425763944123,5.39705182968731,5.84033451484662,3.91447687700674,5.17923042921791,5.82791650829173,6.24345659096356,"site15"
"17",20240408,0.113572016931284,0.118196285496582,0.114729421922838,0.122978306519574,25.8828686454347,0.121038429756031,1.00007917396383,0.418937442386457,0.160072406191796,21.1854205440057,0.12659398752102,0.910369690379476,0.448751751525929,0.180969590350774,28.2007848344383,0.119363152110624,1.04390154110129,0.349153644427998,0.109312948595567,33.295321723856,0.132011041146552,1.15245790715166,0.416100107341894,0.150510276779526,9.66966426804005,9.09128237486607,8.09907627851431,7.28210275318477,8.25489377172532,7.87935919081919,7.10157096212422,6.4674718235308,10.7449243727547,10.1135219229317,8.99856049502202,8.09370801555662,11.8989945548022,11.7365641569298,10.9721638439632,10.4498544517489,"site16"
"27",20240513,0.184158029385409,0.26640119004406,0.154309891900491,0.142462981033918,16.036270298994,0.140932359272074,0.909905997729384,0.307678681125384,0.0819676610525706,12.3521309951994,0.160722266154456,0.922124408444692,0.363401817450966,0.108414292418328,22.0938906636948,0.11972535157777,0.987934888972467,0.269247770213814,0.0662056067816204,26.1068732074677,0.13565631728541,1.03701464963894,0.347676090918908,0.108977134699681,5.45706595331795,5.60086280882265,5.35635812400792,5.01663043562009,4.23224631250263,4.90479538328065,5.29924742892259,5.64436133829282,7.28887927272812,7.14005179032002,6.45237498915172,5.74401846574018,12.6535430760681,13.0266703294792,12.7515442725466,12.637602633432,"site16"
"37",20240709,0.16595748062014,0.228057280242677,0.142655832118466,0.134223530960147,17.6075649092501,0.13638471653128,0.895507044751891,0.328742197357946,0.095406538240913,11.7061333075439,0.186961484574084,1.00549860578469,0.44210293641333,0.144306292015848,21.7631595641841,0.128343708395464,0.963725605418477,0.307976043446185,0.0840888307626848,24.1304229363826,0.125399501448808,0.987278250002758,0.34054778220054,0.10415630570068,4.99380913114321,5.06568688685462,4.86247527451813,4.67793983417752,4.51472231142246,5.21265858327911,5.51313746786492,5.73593397055824,7.04934681121561,6.86723074490064,6.20952177055314,5.54819366194905,11.3170908307417,11.3903959480584,11.0185470697147,10.8476097526341,"site16"
"47",20240812,0.195545905104734,0.258713864955322,0.176657850326763,0.158017349499738,17.5115653026241,0.14725919035945,0.999982729998986,0.321695644874955,0.0808907762174059,10.3101654594574,0.171325863276385,0.913003236104133,0.436737778385486,0.142662630073799,17.4779687382778,0.163347747704908,1.00728534472036,0.425359502759315,0.142347372238614,24.0726524532574,0.128325777761224,1.07294897146914,0.297422520927958,0.0762589143841733,4.82522947912481,4.97090969395411,4.78528147822226,4.571239743499,3.94002063523249,4.56756807083926,4.85798320316397,5.06800830570839,5.08915067852479,5.29636876528253,5.18669883803429,5.06496758233478,11.487631960082,11.6355504904301,11.1385489646558,10.8294921513266,"site16"
"18",20240408,0.26219603608763,0.264529304823064,0.263459967898671,0.270082412740798,53.8595225686393,0.129695901667405,1.88345371855109,0.48231196299097,0.206658849755502,49.7021016078557,0.125572024378863,1.80120932831068,0.44427311688528,0.182917300184047,49.6162959237401,0.127721515191479,1.79944311792,0.416639349835713,0.159850356494541,42.6291315662357,0.135191958536484,1.65975167180749,0.436073688583867,0.166229381509376,12.1185766887423,15.1187358343072,17.381237120146,19.1481231600749,10.7032123990857,13.2329342579041,15.0071874187346,16.4304732754381,13.1180869067672,16.3806099038955,18.8058666774244,20.7257531462608,12.0916181642322,15.1278284014171,17.3376522791582,18.9647173925716,"site17"
"28",20240513,0.302168416739809,0.380851103873019,0.279124082987989,0.29018924326104,24.1137702986176,0.152600529533755,1.26041382048367,0.425348836083219,0.155287672288875,16.8007062694147,0.189659297019939,1.20594026390433,0.503295030113434,0.186794528879631,33.8199944279463,0.150916570166702,1.46977448533305,0.420085394786237,0.154138426415172,39.5281774254146,0.161723526306131,1.63249847178483,0.443403929843799,0.157443858002363,5.63560978155308,6.58409221821805,7.1474360500207,7.56207132775963,4.0621122727694,4.86036120635513,5.2574060921068,5.47216579814058,7.74612281545901,9.36884821816524,10.5062821926966,11.4198611190805,13.7857712426841,17.3636997115242,19.9545045645521,21.8663929808526,"site17"
"38",20240709,0.297040005729885,0.371647961611474,0.277451486952584,0.285937295117596,27.4779688700837,0.166276010641893,1.37021479102893,0.485300808019376,0.182529038097293,16.1025565392225,0.195645666663407,1.19879990086007,0.543045072796781,0.20625906938965,34.3199281373716,0.145388169331059,1.49255448410355,0.421838265454915,0.154580761934718,38.6756474789886,0.151729997743048,1.58928117935935,0.424224558698253,0.153497249203242,5.51104447393593,6.46838898319521,6.97444903770746,7.33421694585277,4.37874159338561,5.29936005746685,5.68418666571027,5.83850667318267,7.86976457943506,9.37843979507015,10.4162448501006,11.3182776783297,12.4617711118004,15.5429533539281,17.9120261695375,19.7440239817543,"site17"
"48",20240812,0.318988848666569,0.413140851830538,0.317229458554479,0.302236943864891,13.9825502441871,0.164249172145832,1.03947968741989,0.445431118300194,0.156498520450325,6.66469208872985,0.202771560427606,0.922621969678984,0.601593258472242,0.248522294395792,15.2289194705497,0.178101847801971,1.10818835595307,0.500036272336844,0.186332094667102,24.6696616778891,0.168751068520745,1.35784391963727,0.422878104196034,0.150259331040079,4.43151781354169,5.33750731747409,5.77196379769319,6.04964852893488,3.80891384689637,5.00397659966943,5.56460481452205,5.76378534021714,4.86467616247662,6.05903782107322,6.69187911642896,7.07921922638374,10.5931497361801,13.4682969750408,15.4330707524249,16.9097914646577,"site17"
"19",20240408,0.0633787323617753,0.0870210089311081,0.0519408353770028,0.100637470159332,6.40136907730126,0.125141005461344,0.884171913557689,0.202554954592255,0.0427687670347631,3.84931462177158,0.121809530284542,0.681902978220242,0.205692954307101,0.044553225534084,8.40645030828252,0.100083660632169,0.943001067545753,0.145132029705303,0.0281338342310056,7.3506241311494,0.123147111740737,0.973067243788335,0.191633995209561,0.0380262258152655,1.73994360019681,2.09827867666762,2.20411097176981,2.13953520718842,1.96917359019177,2.61847159036757,2.96605930774614,3.02354071098651,2.06603202663549,2.16139001786699,2.13169747476074,1.99629829570197,2.96977567756815,3.9331686758019,4.36816462399824,4.48347921384484,"site18"
"29",20240513,0.193139941667753,0.316944418627349,0.12814822696109,0.204698723348087,10.627855158992,0.138097726514144,1.19862692819998,0.203370280845186,0.042796857667337,8.87787259649972,0.185228697668714,1.22665651430983,0.34055155462447,0.0904704629645694,11.4900905414508,0.114326221633544,1.16181198629884,0.172891155870716,0.0362692718570948,5.3061467136694,0.136642018650492,0.853649190204838,0.226938054641799,0.0487134852612232,3.85710155685638,4.93861314767771,5.21714403590308,5.04344307014392,4.05812311814153,5.52112592661533,6.04249966636074,5.92594903518887,3.0860272758491,3.74590221710534,3.92535618690571,3.80106730186256,5.27872383161068,6.8545450696668,7.29583023391116,7.15071515800805,"site18"
