"","date","B1_cv","B2_cv","B3_cv","B4_cv","B1_glcm_contrast_std","B1_glcm_homogeneity_std","B1_glcm_dissimilarity_std","B1_glcm_entropy_std","B1_glcm_ASM_std","B2_glcm_contrast_std","B2_glcm_homogeneity_std","B2_glcm_dissimilarity_std","B2_glcm_entropy_std","B2_glcm_ASM_std","B3_glcm_contrast_std","B3_glcm_homogeneity_std","B3_glcm_dissimilarity_std","B3_glcm_entropy_std","B3_glcm_ASM_std","B4_glcm_contrast_std","B4_glcm_homogeneity_std","B4_glcm_dissimilarity_std","B4_glcm_entropy_std","B4_glcm_ASM_std","B1_window_3","B1_window_5","B1_window_7","B1_window_9","B2_window_3","B2_window_5","B2_window_7","B2_window_9","B3_window_3","B3_window_5","B3_window_7","B3_window_9","B4_window_3","B4_window_5","B4_window_7","B4_window_9","site"
"39",20240709,0.259623529824486,0.3543056823606,0.150352474447302,0.155865023705186,7.1032151154938,0.158441861809541,0.935305211670944,0.336910011949177,0.0901179230029714,6.74446706654315,0.17754612255735,0.931284632084278,0.410929030123485,0.129858162416814,7.32168413537738,0.139116291338601,0.923117040894281,0.269936357214444,0.0604133496303981,5.83604506314385,0.110707684995868,0.833154567966328,0.168859781502125,0.0316736792022373,4.88324051252585,6.60429805298176,7.26946962945682,7.23549947394208,5.61330989836971,7.4525222425472,8.04779893036543,7.97040165002663,3.64677953146699,4.70369641637901,5.09143247235744,5.03002876276564,4.02906487009382,5.06946859487285,5.38343675521194,5.33195941891223,"site18"
"49",20240812,0.212011855268111,0.309367918858083,0.203229492242659,0.21432347374091,7.93573027181067,0.141109565899491,1.03464588968775,0.233490150875487,0.0543367510453282,7.83243589473126,0.179604997697384,1.16903462811255,0.289538153314057,0.0682425173672855,6.12136160532334,0.153384639096813,0.928288658560153,0.265522755165732,0.0609405525248678,6.66358744711325,0.135783028651704,0.96898533035486,0.227541070846454,0.0546710075754672,3.41830063586401,4.46192878790183,4.77586110759774,4.74895099813436,3.97468530276236,5.43731217741272,5.98302480937482,6.07224671357068,3.38109301642781,4.49578026126481,4.90315295698936,5.0076769856051,4.71827096241815,6.12172198867716,6.49234546680124,6.32986625881216,"site18"
"110",20240408,0.0805823784201231,0.124823707761377,0.0766388042644275,0.170991587490241,4.69492358763108,0.131479053793775,0.77307273210161,0.240480096452897,0.0559754899904625,3.12846983570689,0.162116755612834,0.696921361692505,0.341591317341465,0.092591206278779,4.38222373215055,0.122500951560761,0.715208976728405,0.224821177641851,0.054944366574811,5.42309906650257,0.167513486806705,0.904731211298636,0.332723450354997,0.0927217754100931,2.35897623121625,2.97748335517113,3.26749983020315,3.324083677702,2.59846325578212,3.73188063991833,4.49313515981357,4.95446490116842,2.40251442075174,2.88716658102159,3.15950451904948,3.25021254711624,3.90795101162713,5.39407570896786,5.97500746269063,5.92523058175904,"site19"
"210",20240513,0.268111515183018,0.438925636467547,0.163059787801707,0.281403175476778,4.45907404346837,0.174623590341436,0.793610585497006,0.413645858510201,0.129806666782137,3.41083548952811,0.208302771093577,0.767363333650292,0.548249473566762,0.197082206749019,3.65023120482508,0.139028884563746,0.665467011300019,0.28369300514908,0.068100001211216,6.76368014661382,0.152708600576591,1.01898445610419,0.264817045019319,0.0681812773128775,4.80023273568091,6.4166500600447,7.01984241606727,7.0574601119806,4.89669933053188,7.16183501659125,8.4164710507382,8.94798225225571,3.47205825625488,4.38712601199765,4.66237975543748,4.56116071930783,5.60122893966033,7.93117147634063,9.2408744992054,9.80325126401498,"site19"
"310",20240709,0.234957175891128,0.339011452198046,0.134935401082364,0.223037315901314,5.92123229008431,0.1612999929848,0.928077776652656,0.294064526960668,0.0661761333333429,5.96679045115467,0.189994386078273,0.998916291229094,0.377973464926988,0.109278011119446,6.8348865563537,0.117145182220515,0.905881762043857,0.177824003197587,0.034473655963585,7.01807522971135,0.1444335139566,1.00480220824397,0.234048068179987,0.0514131787146132,3.46674375438121,4.56693944386118,5.03384554212115,5.15654251415245,4.21687561512165,5.74437092176154,6.43429094108452,6.67374455366608,2.70394773341006,3.15318617755836,3.28354522455855,3.31125044620552,4.47269576897046,5.99968533147471,6.71869962537718,6.97739723180058,"site19"
"410",20240812,0.316370460784449,0.456136721562107,0.304338776059403,0.237426791500214,8.81966571383683,0.187678871543321,1.18681670543534,0.344971428248847,0.0883855307072598,10.3750827086427,0.24980728320508,1.41217982467625,0.551318240087912,0.186866286217441,9.64508274642621,0.212121040963587,1.265880687477,0.446081608869906,0.140579140708197,6.67800206437322,0.139093789574968,0.97394115149624,0.23193162610024,0.0521492279347345,5.50651680621945,7.2891341752847,7.94215411169138,8.01042148309952,6.2889606105129,8.62953259763806,9.68238465604301,10.0410548774874,5.47889796803248,7.31682037776105,8.10809853773035,8.35008271499496,4.7912832759609,6.51513824941753,7.22087830903709,7.35242406513852,"site19"
"111",20240408,0.0460812308961844,0.0579811769364802,0.0493507904062958,0.0574291158681344,6.45735623880285,0.133775518498042,0.869934854263488,0.260779608021906,0.0648265672566646,7.26422799010498,0.130024763942001,0.935556227377347,0.239966296692738,0.0570729338914585,10.1036623074162,0.11044299164646,1.08535175961145,0.172623717111915,0.0379896201666716,8.18949284897464,0.128026517430508,0.986049038602917,0.229798442486549,0.0592357822556189,1.51690893280934,1.71722418355294,1.69312090626162,1.54045615712997,1.2966025025706,1.48705018805275,1.56883368702288,1.57631060612676,1.76323340694663,1.72574872966565,1.63072299546438,1.48942270698696,1.53824174056528,1.77007340978819,1.85306013140302,1.86879454503541,"site2"
"211",20240513,0.103630966784317,0.143671302500846,0.100791324036249,0.0983917948498692,5.2490767677161,0.130427862774728,0.78934579648264,0.247376537839261,0.0619744600315752,6.00097643368295,0.137824213789973,0.820671144493146,0.281327435475528,0.0736157264531799,7.11454245963383,0.123393662901745,0.930998661519609,0.207622811408522,0.0450872162466706,5.89161627414079,0.122798212039402,0.834568993134243,0.208148112080392,0.0442851395630981,1.39738123647341,1.41545889515592,1.33226485384504,1.24663182365015,1.17296182920564,1.3450173070588,1.37829047526632,1.31892691797235,1.8072561602476,1.8261444936196,1.76809978733658,1.72915750284927,2.63630735163527,3.15455270823896,3.47357922419354,3.62109372556245,"site2"
"311",20240709,0.13867679465295,0.158834817061181,0.124584288644986,0.0818869641268135,5.05648334440508,0.130579345381805,0.802993086193625,0.239782708701047,0.0566184810327883,4.47873677161164,0.144498795339715,0.741511428124269,0.314912782093631,0.0895445345882383,4.93601921032886,0.120909366457729,0.760714858516572,0.220670768946958,0.0475117993509597,5.71970944683937,0.12651509419838,0.849088559425433,0.212549782823151,0.0449523217459006,1.4016629929989,1.79815562599263,2.03875684160672,2.17338296282462,1.26147333535829,1.5528133198909,1.63978631187556,1.60910350547942,2.03683480088226,2.51930098979721,2.85340173718529,3.03638482860141,2.62066854673848,3.07583773847069,3.22015754432368,3.18156070728481,"site2"
"411",20240812,0.156737714531373,0.204408912367436,0.12532179069908,0.111771188176776,4.83740514008895,0.149708070520687,0.8333074725167,0.289673599873084,0.0758342084913372,6.0099960499908,0.148585276290223,0.913513038144286,0.276510986096962,0.0659096154248872,5.51237949818283,0.134195055688286,0.848197651172706,0.240152118427251,0.0583610184920519,5.45694584912728,0.122179304046524,0.835903652323327,0.203911733485742,0.0421631384787613,1.64707537903789,2.11723628599312,2.3504276335581,2.44391659550091,1.29639040854508,1.68361995411789,1.87387288386909,1.92793603697191,1.28073796995122,1.70164074491006,1.94166281263139,2.04832916493837,2.9570333919488,3.67108401707991,4.02502738067979,4.10197956049444,"site2"
"112",20240408,0.0730489749510285,0.0792361970757397,0.0763947513592874,0.0889444787611464,4.95616434658869,0.142926936116289,0.805068089369191,0.267452719529694,0.059857029887206,8.4420420549616,0.147098682058883,1.04305653660427,0.252782204138199,0.0593151642269971,6.899276858589,0.126329723592181,0.903736271481104,0.216570994507141,0.0514063305026446,3.59155116432015,0.11598630870879,0.63889094299051,0.20669530099227,0.0425998819297968,2.23204445272567,2.94913000010413,3.25544055282048,3.26940696421861,2.36046743808223,3.20343125117957,3.58394208469209,3.64894228855812,2.58160743552114,3.06459444618927,3.28446450503836,3.26008587064678,2.16359291626914,2.6690281854487,2.76111145119687,2.68181323592324,"site20"
"212",20240513,0.171473526417241,0.282838974287298,0.130526059192856,0.128243616325214,5.8644336775738,0.148341561044852,0.882986306152143,0.281129944922121,0.0664592205800318,10.8960639303781,0.172143282041909,1.28149800038315,0.303792531936368,0.0773800843906715,3.89924082785766,0.134801443261907,0.705645040932794,0.259138979519847,0.0600761771596464,4.7696837354416,0.133872784302262,0.791071736545984,0.226175046432713,0.0501987993269615,3.28098851409699,4.02027040122428,4.09334637232735,3.83612765542437,3.49169647352854,4.56968713568314,5.01454965949543,5.23487546908827,3.03930666037197,3.74133704857899,3.93363909034623,3.83072681358273,3.72522888293121,4.8094510823313,5.33645968095495,5.56087861530502,"site20"
"312",20240709,0.183647135278788,0.31842484339825,0.150649638596259,0.109065588241604,5.47913532055593,0.163434397416699,0.862621008254328,0.339239088379623,0.0933915647282627,6.36473550463583,0.200478246130334,1.01122835550315,0.483800413000322,0.165375394753477,4.74308614012957,0.143140007011159,0.807921986827367,0.271439121984151,0.0657558322451734,7.24139571659492,0.122298806915499,0.937927121289793,0.182468941315355,0.0359212152647883,2.86708169246777,3.66014784056936,4.07696909142174,4.29582673738852,4.03674300326245,5.23299091475523,5.93113730929587,6.43621843579123,3.17522383518895,4.08879029224383,4.58248573403136,4.79120720360319,3.51803866965329,4.37205359010705,4.46911609096039,4.24551339069339,"site20"
"412",20240812,0.195751120421425,0.292818114355171,0.168078620509765,0.139295140768147,7.38639215922079,0.166059015933989,1.00190035488173,0.343811797325286,0.100634646534599,8.7210384023052,0.196676853765384,1.11313993684864,0.458577619991758,0.151576654891047,7.27240496528819,0.168591747924429,0.978929832147113,0.355430468927761,0.102443767444271,7.44165696484443,0.128185017200628,0.976691168238185,0.206874304858242,0.0453155557583124,3.2311403875379,4.33904554641082,4.77040591506722,4.81211272783901,3.96538370967422,5.45368529524723,6.14775298080238,6.45007476477698,3.01738905131119,4.19082080437152,4.74573968267579,4.98386282603617,4.04989537815111,4.94936009964808,4.9526165213037,4.60219522375111,"site20"
"113",20240408,0.0816331942094582,0.0840363784775419,0.0789619220662913,0.143769454567219,9.88036616994707,0.152210212809557,1.21353690943116,0.237380404640914,0.04784528144323,12.4373565889764,0.127998987482663,1.36307837145261,0.170216169311026,0.0338414538695459,13.67393564323,0.11845361296614,1.33722458539647,0.168646325072785,0.0377905887447799,6.22073283465986,0.138170547021065,0.960775923424919,0.221025695336532,0.0471284684863246,2.87712858053823,3.58880586814785,3.8566811942891,3.84931927569208,3.08794643402158,4.07027807827127,4.44856692860732,4.46912446902003,3.1131776762269,3.86969376054305,4.0166121865777,3.91726526973016,3.0376487588414,4.59017403977284,5.41408264643707,5.48293653546346,"site21"
"213",20240513,0.143900365609754,0.177325728811451,0.135530391329382,0.224718171014501,10.0786544549084,0.138620277276455,1.14855375046712,0.240158810224623,0.0474887095156406,14.6144871280079,0.14140966301721,1.49086268802903,0.18475690631755,0.0353685044056304,16.9451931312044,0.135445052928472,1.47413689046038,0.216317360531635,0.0442658237867493,7.56647449462994,0.145883483954476,1.08608959702059,0.2333869933942,0.0473444719978739,2.89794849435669,3.77108375604517,4.21715862530276,4.44516761562769,4.19491639830227,5.42123839183033,5.80587354667603,5.73689270473937,3.70997454495945,4.48017162547462,4.46612807357719,4.09570541961397,4.39855054003298,6.03027366171615,6.70299660718084,6.6515659356337,"site21"
"313",20240709,0.141724090045444,0.183531366807456,0.104886085907453,0.171463826207056,8.17436883173705,0.13062303556267,1.04266756987264,0.217841796783551,0.0474032187496098,12.4752860696135,0.134532898411503,1.3555538704578,0.197372288091817,0.0398179326496701,12.9975082943539,0.0892471832356887,1.21178472657813,0.112448842052478,0.0186796978439571,8.70766337832977,0.130804827127468,1.08714275519694,0.208529615088424,0.0407511892398491,2.66508489726572,3.24793165849531,3.34818788466852,3.26599328602783,4.23595071687944,5.20418566671882,5.07638162271189,4.64447959588904,2.96120244244596,3.55258843558647,3.53689433781993,3.20472518869822,3.91256367209878,4.48147215288378,4.16543751497318,3.67660410985449,"site21"
"413",20240812,0.155420126394687,0.187295624427534,0.12744723145967,0.206638754931625,11.5209005839852,0.176119462148682,1.30113304472662,0.312809339920712,0.0775677735933,17.1003568049117,0.140389324580777,1.68428673325196,0.205841000326223,0.0473309879135988,14.001367051335,0.154978982259384,1.50241808104704,0.242110352776604,0.0494616326002579,8.99146393700412,0.132235904951559,1.15891075095419,0.171667784419285,0.0306290610395593,3.478421801747,4.07255565418601,4.02887051684612,3.84133497099163,4.65185347286561,5.88020888077883,6.05973077495027,5.69529882130117,3.64434035504062,4.6225442932212,4.7785141851569,4.47855563271824,3.89249609260288,4.9189351543464,5.06259208761797,4.76548033049069,"site21"
"114",20240408,0.0814580491824129,0.09354691375992,0.0715353329985977,0.146781963246725,7.23298303223217,0.101457037427166,0.881942655269976,0.158617228931758,0.0285822698618757,10.051624052858,0.102923987198388,1.11564256656779,0.134922030626357,0.0226942881007812,9.38253074035543,0.141324941756846,1.1252536370532,0.229538954947715,0.0475082622393843,7.82774158875699,0.111347570667349,1.00307635352117,0.153359190393174,0.0290704952984536,2.77218420464458,3.58039491322275,3.85033768811518,3.683920993131,3.14541484119872,4.33520434181226,4.68966850156603,4.52213316108933,2.93864772408878,3.51819992362765,3.64754274701614,3.555936336506,3.29292199130062,4.56044747913926,4.94791665306311,4.70326736269593,"site22"
"214",20240513,0.180502733602479,0.2011860027049,0.155256824619217,0.260036092133012,8.06595715313976,0.0912247456562428,0.925357035089313,0.127100817060257,0.0214617731855156,10.2097164868714,0.11997536088458,1.17717864429035,0.154764935202592,0.0252142699285548,7.7998301620842,0.0994178158238244,0.924529087542361,0.147397038907281,0.0280218234442623,7.21459624750285,0.149163232512506,1.04385787200926,0.247741975141475,0.0572512498496467,3.59673797772303,4.46362436186348,4.71693416284774,4.66522996845793,3.74486253165026,4.60257020618795,4.67961156794999,4.49650004834008,3.0266915945632,3.55351035552126,3.69253056576128,3.5072307665908,5.25745295740891,7.59274540154302,8.53751368076358,8.37611295680292,"site22"
"314",20240709,0.156940943699689,0.169350972313586,0.140643364015374,0.245767719868191,6.34151178680864,0.0961985895481026,0.829907359551162,0.129232687143173,0.0233654238333794,9.19116146068898,0.0871651031102087,0.982104500572652,0.115751018003926,0.0185586013868841,8.05093827194198,0.122201866349851,1.018877954748,0.162361872129781,0.0292320674981522,10.0374926928228,0.128074753653716,1.17937938543183,0.170819711732334,0.0322228716263309,2.9293975787717,3.74862114500771,3.99847374039707,4.07385926695664,3.58958948795713,4.47740978070057,4.73773073232259,4.78909481497381,2.95556396116318,3.58948120640071,3.65627438283212,3.33438172261162,5.20128930730111,7.18173925660362,7.82094061086664,7.48137042130797,"site22"
"414",20240812,0.195901604235765,0.210624081165874,0.169169006952523,0.291496405960004,8.79241679785466,0.100884877211628,1.00333022002072,0.162378178466941,0.0294810417451871,10.5231518368241,0.0970013276584708,1.09494134577523,0.140161957653419,0.0284603873256563,8.9643136060788,0.10691368884356,1.03073272727746,0.162841397364042,0.0316269810504586,10.1382923713611,0.134956926358005,1.21826211172399,0.194844559117096,0.0376792060780939,3.27475926411995,4.03208098068199,3.99425036917929,3.83658189485392,3.29856054685468,3.89177121966957,3.88398957342737,3.72285331683639,3.3085276405538,4.08184121184762,4.24665372843633,4.17768682960157,5.92854289855233,8.07800755623875,8.64011297914845,8.20737204846266,"site22"
"115",20240408,0.047818475656153,0.0586190791201461,0.053110288812397,0.0916068922112607,10.0633253043473,0.128243076193772,1.14595641047254,0.189965554266154,0.0434440030099082,11.3251540496586,0.119939357259828,1.22906206849437,0.179558333180786,0.0333350866091623,10.4460296650033,0.134003802394235,1.16293754439287,0.190062477853128,0.0392482634321545,5.51322361767189,0.0940279049712654,0.737749832366307,0.142827281695438,0.0276768094657698,1.59458532263412,1.9602559371725,2.02784190441612,1.92421655377009,2.51340887604312,2.94634289799883,2.90394138120847,2.86155080037301,2.27662172834154,2.75307874239621,3.19601177623722,3.49664255425742,1.69180895760248,1.87509659729744,2.30184911372203,2.59915346798953,"site23"
"215",20240513,0.135193430755536,0.205109000019624,0.110689672366951,0.171956654296919,9.78269661383105,0.102938225074582,1.074234433777,0.139389484429111,0.0236355967949202,12.9581089500085,0.147667765613918,1.34822426814609,0.261962903813407,0.0674735928747009,10.8224643576717,0.104452626811648,1.16622055770874,0.137444182965844,0.025151985452761,7.51933570725433,0.107672857480327,0.947609732968044,0.139068406174673,0.0238139000596552,2.81645100100329,2.98133940980571,2.56651204465059,2.14738508290898,3.4507516490508,3.98645287836905,3.96003919739687,3.88125741873521,2.96821744613415,3.72848135646736,3.89429734982115,3.88938905619028,3.05376388352232,3.52739761343037,3.65432329580998,3.73560919170578,"site23"
"315",20240709,0.10483295231469,0.161003236650106,0.105074857517465,0.147275150991473,12.4346479960114,0.0918733671656247,1.0924951102671,0.126225936747737,0.0235702946690717,16.8875494173089,0.103917811583393,1.47299663204973,0.104650146282109,0.0173120654079678,11.7432258879441,0.131789736595102,1.26771424467174,0.1838083789426,0.0391133869325312,12.7196697800848,0.100404705387498,1.22698825702379,0.11210093723058,0.0203664848530532,2.29697590719732,2.19293535183321,1.65896527361574,1.33496242060332,3.43842322692421,3.94340160083124,3.9108968264735,3.89981208755286,2.88507389863176,3.41243450663413,3.73425460851336,3.95142129581113,3.17140016818196,4.05152512282438,4.43653939654523,4.57338837216732,"site23"
"415",20240812,0.129934539092768,0.207119525561075,0.14211889798772,0.17165381417651,13.0920092961588,0.114409387173009,1.29294007758868,0.159498890212654,0.0329454576504737,10.3231773416622,0.111161514723837,1.1766723364657,0.121127325963874,0.0208384796566608,10.8605115533606,0.114518646678965,1.22457010248798,0.140222674624092,0.0242426505503083,13.7014139698938,0.11151813338485,1.30110579657281,0.151154979753949,0.0269550205392679,2.94835346549555,3.1275344348056,2.85581919365308,2.63889693863226,3.57688389102902,4.59065685527412,5.07808977165258,5.28255565446596,2.7797132276957,3.55244077868192,3.71039699222116,3.61725287046675,3.41789985531084,4.06495087494308,4.21369388788378,4.173483305763,"site23"
"116",20240408,0.0701191880409507,0.0843798635494476,0.0681750248569708,0.10255061128724,2.62688322254081,0.13931327468162,0.563410875157032,0.326983268307827,0.0920762392889973,2.99836304462921,0.140059240215021,0.581823770293713,0.335890096929286,0.0911539982253265,6.28530738695456,0.123460209995502,0.866509367498652,0.211197253845084,0.0510805310472369,4.52033608232754,0.122186467363432,0.730238603786971,0.21259859975216,0.0447958196844765,2.55394980587345,3.70416880380483,4.4920878627177,4.95290882865943,2.77966413213136,4.20008970606302,5.24790915928769,6.01326876650667,2.5148439193298,3.25794406218511,3.89426519539366,4.32159633953494,2.33639825028234,2.99645994857286,3.39820372488781,3.70868913923445,"site24"
"216",20240513,0.23013896042759,0.400924324956351,0.144261764407471,0.147111172707511,5.22918882650711,0.156409042909137,0.755915084052271,0.361441018521577,0.102217455520619,4.54404635826276,0.193719163289456,0.775433257208653,0.541419066292312,0.201359938153031,6.19371665616727,0.132753941639235,0.798095411045622,0.253073970819783,0.0554225491690193,4.7906191595711,0.128444935616528,0.777434408637928,0.217817542202733,0.0475877266370535,5.55396315183445,8.04506975684039,9.62891009956695,10.7256632204762,5.99102540618959,8.85613913355917,10.715189779494,12.0221917936156,4.58968216438807,6.26905822021066,7.32378402066974,8.05938461706925,3.68507994982045,4.6349899564633,5.06499096127684,5.26314687331284,"site24"
"316",20240709,0.235194709401614,0.35749240764961,0.143272206629512,0.158203228773744,5.21569867799028,0.172847120502216,0.7679002642963,0.453205310876673,0.158063770902476,4.88668187362424,0.198792702354119,0.819063765184699,0.567725124457547,0.221688018839925,4.97550459111705,0.148139388739786,0.768555026924173,0.310133612744872,0.0848692993513228,4.75709483619635,0.119245783594164,0.751425520842441,0.204561606400783,0.0435900572957814,5.65611481029976,8.45293798506019,10.3445678130204,11.6588311259349,6.27045751591511,9.16444113659809,10.9717814080685,12.1900998895473,4.65640706397457,6.64845211290311,7.99092392086932,8.9245583177397,3.43371254012518,4.0240934229189,4.40158504807791,4.96249597167853,"site24"
"416",20240812,0.238300860832469,0.348494322982991,0.238932753238838,0.190133296360159,4.41487596445969,0.162589791930754,0.684723451238946,0.447830121500967,0.153141141734001,4.3434493139704,0.193489712111312,0.771871985861452,0.569176896030904,0.231032671615751,4.7078254849345,0.16652821078312,0.703781988099044,0.477002694607116,0.17757617183789,4.31981840808334,0.125230268520254,0.742346183492759,0.220078863775583,0.0523342987418999,5.58500471375496,8.26414668461221,10.0219502236517,11.3395097459288,5.70183249653354,8.50818381421073,10.4154545275822,11.7947507134059,5.86299573288994,8.67714738926036,10.5312786875523,11.8406594820593,4.02994645363156,4.84221996437345,5.10842418869545,5.49696815224734,"site24"
"117",20240408,0.0757788384496846,0.104358866815493,0.0703636475042645,0.12248761635003,5.01469405448232,0.142060754485264,0.832357967336117,0.237955743234853,0.0537394931208315,5.54275364020972,0.159772497161526,0.89338680730005,0.317854225528133,0.0877840007824149,9.45779739633176,0.122449723698657,1.09583120806908,0.175871096948721,0.0339784228805075,5.13681419427177,0.138281479824643,0.843048916464343,0.239846476798827,0.0502310312669412,2.05630449465089,2.69200152303794,3.01550513061485,3.11189945030002,2.55991363156918,3.7216802931762,4.67877958217868,5.46832973179374,2.46548480815541,2.99950479860759,3.47974485386854,3.86619558152992,3.01298923940398,4.38011946546648,5.16560512212004,5.51716388165444,"site25"
"217",20240513,0.240068432263461,0.416586507306399,0.132874314632733,0.188424121795359,6.89286435144646,0.154378762627567,0.954865432371674,0.295520163622693,0.0799360040751474,6.18846500319177,0.190304279847487,0.956448900524734,0.4536647010464,0.147310420916438,7.99004548544878,0.133859068635029,0.99381691007883,0.227630194405493,0.0468316846088671,5.61175844680078,0.137955895388114,0.888825575735266,0.226693020315196,0.0485816763307095,4.1553552457049,5.67197917206945,6.31555521418307,6.53726730535429,4.81310315241276,7.04861724011238,8.56163170607372,9.77932182906933,3.52572008499377,4.41647897119857,4.76840471903386,5.01300177436295,4.50063774495827,6.39468721213798,7.61667820823789,8.28181119603679,"site25"
"317",20240709,0.25778464907062,0.424925383918579,0.141895729614261,0.182865121649165,3.98085168409629,0.163651324897371,0.710067479319889,0.408682434315351,0.131555463222411,4.16440461263402,0.192583535549569,0.790012330440968,0.539060018767035,0.208206098639829,3.94068535475102,0.130457800393058,0.661790342940384,0.272651204344482,0.0708554627181018,4.90322812814358,0.13397446667549,0.803525689228482,0.242066184948143,0.0595252464333363,4.15210761252065,5.94247628620244,7.07426100452709,7.74923373261452,5.56541836771076,8.1557455359212,9.97985228046896,11.4827814934745,3.14227584440888,4.14640368153147,5.00078794969982,5.80478264000747,3.9617355167074,5.53220835682422,6.4957969366885,6.99841257610063,"site25"
"417",20240812,0.312470880007746,0.432557395343924,0.30162024523433,0.198315814159992,5.48633367858932,0.17023234743083,0.826808136826761,0.421174825871805,0.139679649574836,5.97659273425505,0.200266144225789,0.964973123850817,0.529829086778111,0.203396192342935,5.56395417628347,0.186231965524432,0.863151424499389,0.489069905504167,0.178533152310477,7.05417147700745,0.130835351583145,0.985700628836805,0.207496582171018,0.0405453548319981,5.56914301722122,7.89817869057398,9.14781358900702,9.75731876752423,5.82321039364729,8.558998349541,10.3391139303319,11.65527510854,5.45170363130706,8.00943412177662,9.57712365931069,10.6069272473608,4.57028330530079,6.10377300817535,6.76032577655213,6.99098918923566,"site25"
"118",20240408,0.0629989409923969,0.0808560982050253,0.0596605566273439,0.102676627076708,4.82284569732202,0.143455351347215,0.782064895992149,0.277476891934006,0.0699438269079217,4.2292663335216,0.141143021218518,0.747010580312474,0.262573594814812,0.0616931740277819,6.12563065396089,0.120477717793776,0.841444702916733,0.197162971559183,0.0402300692171684,4.30490764334248,0.134236773643055,0.76082898512003,0.245861480084102,0.0549318163494073,1.9781828878368,2.53665124691366,2.85520661828011,3.02014940250523,1.96826698001131,2.84274569934751,3.50358852837189,3.93284335805501,2.10147099306866,2.45667008736293,2.87109009061002,3.1537357699154,2.48565656346661,3.38403052441079,3.87297708752547,4.09402716168722,"site26"
"218",20240513,0.198187089824019,0.389525110384844,0.128173348488045,0.20974630831241,3.85406245913772,0.143781272481419,0.721101626095586,0.278093664175678,0.0659019147569811,4.72531377865144,0.192119242574096,0.863045485689163,0.461740676211456,0.153073922668282,6.91776299660998,0.11828209522256,0.909100704118926,0.201614124745372,0.046162157176047,4.35222277833067,0.145185285319497,0.787962869799149,0.267134732062021,0.0640290542548439,2.83331908187697,3.66473035220766,4.13424634231434,4.52183243683938,3.42153833890121,5.25543626249035,6.69577770793996,7.7364869511028,2.74397784845631,3.35845667230478,3.74253937462019,3.85715165897464,4.70855840825514,6.53102978891662,7.63372627788352,8.34607890665306,"site26"
"318",20240709,0.230985235229701,0.379927856161053,0.120841417501204,0.19444141785144,2.42307263541887,0.15703901550808,0.58497115040408,0.392199417981655,0.126070171500838,4.63563226701581,0.215027457420343,0.917206800436297,0.535612595409243,0.189006861626612,5.99230503175871,0.126782996344806,0.851009999403738,0.239934695845926,0.0558876705766724,4.90398570545781,0.142010658692066,0.815450835196042,0.264208184130988,0.061718710507462,2.79547796026522,3.97761532780507,4.89810039874,5.58711719829778,4.13992207009094,6.05231589855304,7.34693420773175,8.26813714827382,2.35660829159201,2.95874733749004,3.47373787242981,3.841984241686,4.15708581077712,5.82101491017938,6.89836101629363,7.59765275385926,"site26"
"418",20240812,0.218979099211388,0.377253067974398,0.193210073046993,0.195720837820256,4.3906929965065,0.160347002886948,0.793207062955026,0.338156490792646,0.0950561959355707,5.2739204699674,0.217756637954087,0.995264187364327,0.516429869790051,0.177392154119871,3.9903393629814,0.179724173973997,0.801652201763402,0.408109952916728,0.125734457221984,5.31166640201005,0.138781842773409,0.849611889851896,0.245207301289324,0.0540530904789835,2.75063585035895,3.90724437778964,4.7189670518518,5.30732444842883,3.60967155516104,5.45746469766751,6.82862741839031,7.81075106025703,2.68020849473693,4.11116614751269,5.19489628496888,5.98435186528129,4.06898745955342,5.61504799345807,6.48535572035078,7.03404325462585,"site26"
"119",20240408,0.265021022466314,0.267948881618529,0.26791963629857,0.286136400291091,43.0133719281554,0.148206144269433,1.97844340048831,0.413020016165813,0.160368999213258,42.4347765133138,0.155466763470663,1.94917958841242,0.463254937412332,0.187932054567537,45.9222073398987,0.139658466627896,1.99160648272775,0.353085976306505,0.110725817145682,33.0230404737551,0.151176224262572,1.66030889216974,0.374815211312496,0.111162438286165,18.9227743261744,22.9151302852742,25.9266298640063,27.9473098803562,17.9068926200694,21.523605736855,24.1830053329127,25.870154892188,18.1521454714584,22.1858992709405,25.6291595038833,28.1280820554031,12.4887116342713,15.3935529518279,18.061325685465,20.2231354523154,"site27"
"219",20240513,0.360574283289143,0.442379040652978,0.321699417490519,0.337646567882258,43.7315453446828,0.188305166980566,2.10634996394574,0.453552233427307,0.155487792562044,39.0711707505085,0.195775471611527,1.97179504057196,0.463918734905451,0.157465143101203,41.6591880422203,0.153024342039583,1.97823412856983,0.313603700909238,0.0853443346151737,23.2060290534315,0.155667570599768,1.44308499659069,0.310961022294206,0.0815846932230476,15.5640710773418,17.0246896723337,17.890689274151,18.1002331966521,13.6584509031517,14.6909516307354,14.8210738677529,14.2584151358311,12.6385624547488,14.5525913420929,16.0495460424688,16.9682337188999,10.0943599707137,12.9752841377271,15.7365968140153,17.8357297103555,"site27"
