"","B1_glcm_contrast_std","B1_glcm_homogeneity_std","B1_glcm_dissimilarity_std","B1_glcm_entropy_std","B1_glcm_ASM_std","B2_glcm_contrast_std","B2_glcm_homogeneity_std","B2_glcm_dissimilarity_std","B2_glcm_entropy_std","B2_glcm_ASM_std","B3_glcm_contrast_std","B3_glcm_homogeneity_std","B3_glcm_dissimilarity_std","B3_glcm_entropy_std","B3_glcm_ASM_std","B4_glcm_contrast_std","B4_glcm_homogeneity_std","B4_glcm_dissimilarity_std","B4_glcm_entropy_std","B4_glcm_ASM_std","B1_RaoQ_window.3_alpha.1_std","B1_RaoQ_window.5_alpha.1_std","B1_RaoQ_window.7_alpha.1_std","B1_RaoQ_window.9_alpha.1_std","B2_RaoQ_window.3_alpha.1_std","B2_RaoQ_window.5_alpha.1_std","B2_RaoQ_window.7_alpha.1_std","B2_RaoQ_window.9_alpha.1_std","B3_RaoQ_window.3_alpha.1_std","B3_RaoQ_window.5_alpha.1_std","B3_RaoQ_window.7_alpha.1_std","B3_RaoQ_window.9_alpha.1_std","B4_RaoQ_window.3_alpha.1_std","B4_RaoQ_window.5_alpha.1_std","B4_RaoQ_window.7_alpha.1_std","B4_RaoQ_window.9_alpha.1_std","B1_coVar","B2_coVar","B3_coVar","B4_coVar","date","site","agg"
"1",8.93932850491048,0.124340618772569,1.03171421185188,0.193480029257785,0.0391393316890894,4.57534120291583,0.164658429962499,0.800843931287672,0.350294866306768,0.0970313158706087,7.25456831110486,0.150456234447215,0.998793170375319,0.265485909831849,0.0639105487285696,5.73144030445003,0.147897521080079,0.89041106739537,0.270199590496304,0.0648749989476304,14.4904022732167,0.157494461163412,1.50975675104731,0.238006811516755,0.0548339882269437,11.4685454420664,0.196928035265136,1.44092069833843,0.349922390171458,0.0952148382849044,5.78322129439583,0.138354338791547,0.878219642039408,0.244515659800908,0.0553959891141706,3.87381406044513,0.136847402057208,0.709496185712261,0.267433863701825,0.0676280974328478,20240408,"site10","agg1"
"2",5.1421859150897,0.130572533608097,0.775299421101015,0.23652535965498,0.0518950905623298,3.63070013969672,0.14322504647894,0.647830221577584,0.313800917110706,0.0847273203904368,3.82523543782802,0.139655473970256,0.706954863072412,0.27054655687123,0.0637914568008308,3.41476543486005,0.140802440296098,0.66919243429846,0.283810811632261,0.0706670262300659,6.09961524855404,0.12367602361003,0.872388200013462,0.202654036512433,0.0417133258919188,5.48320946140961,0.13340388448426,0.851860508017614,0.228057732556756,0.0488355624376724,4.29443779010011,0.135263523816036,0.743788688972587,0.253891076867193,0.0605101341283301,3.77878737095901,0.137338566355229,0.702372529975792,0.262234130945575,0.0636025952132138,20240523,"site10","agg1"
"3",5.9287471818354,6.73382854652332,6.78996732874861,6.57824727974769,5.93392547350332,7.90529265422477,8.64047105414163,8.82955167472479,5.93761101227655,7.36906349083948,7.81780611612196,7.88686377305654,5.83566157590124,7.32731991766287,7.85362821418804,8.00439544022615,11.4350435202481,12.6201510965644,12.7492923871771,12.6807645589949,11.6047296761739,14.3683056513977,15.2987219661741,15.6286653547351,5.5640479685293,6.6578842606618,6.94183206550823,6.99060831187316,3.64921850518235,4.36810087694029,4.64265700223902,4.7912051398991,3.61290459479469,4.03114793599175,4.03047689505692,3.92327036620496,2.05130907080005,2.45906163814148,2.55004831531224,2.51779402092388,20240722,"site10","agg1"
"4",2.62910229382609,3.14896003693231,3.28934467834105,3.30758942765821,2.04867965898261,2.48588850355244,2.65180863582207,2.73153509134602,6.86531566621238,8.07287408711437,8.43892197075188,8.52375024490761,6.49228836350813,7.86813584824791,8.48281264481523,8.81043560293731,4.71005568041344,5.77599184511925,6.14466970557512,6.21937086451096,3.50587253244429,4.45099929761106,4.86919853049671,5.04172373460436,0.136128648173947,0.249198365856636,0.14255812055571,0.161445075328666,0.312154840232095,0.428411778054961,0.189974306312559,0.144276706250751,0.15668256649378,0.143512058170171,0.146823270764796,0.138785719148565,0.243149620190998,0.24021102110347,0.214870009216684,0.179669394977572,20240812,"site10","agg1"
"5",19.2481332270149,0.0943072131719283,1.39844126361048,0.126155442006051,0.0224292823244895,14.0536502084819,0.132376293884195,1.3492923452574,0.188916996160585,0.0386156585796001,15.1646333274504,0.100596620682944,1.29426356327513,0.139469865052515,0.0247394845314443,12.8387557403908,0.106431237905634,1.20855174947456,0.14810386922013,0.0284233137848741,22.9182496434178,0.120391551757596,1.78586329884257,0.150741893257724,0.028488933696922,19.9255116520533,0.157600592133602,1.81585765836989,0.203780702760361,0.0429183762555853,12.5752861928055,0.0961378200989865,1.17368467393422,0.12612330356532,0.0229368868902337,8.39386283109408,0.103607527993325,0.94680322349204,0.147106113630775,0.028115805478392,20240408,"site10","agg2"
"6",11.3463651447922,0.0974524766414872,1.10802743665515,0.127430798293323,0.0233862686929467,8.34348960519541,0.102596366371699,0.943399608500596,0.150995476545684,0.0282379889070606,8.80951106190269,0.107296899462285,0.995400060969705,0.167744231016516,0.0354678818669467,7.73389699837307,0.108984179829093,0.935707188412032,0.161792140869645,0.0315170980072705,13.5644989289686,0.0904794237700742,1.20526401507026,0.118652025454027,0.0212718974013013,13.3466187812248,0.0982604716968917,1.22568477727622,0.136305110751899,0.0256942013447069,10.2877423562137,0.0970885686379202,1.05613379229824,0.140367698018903,0.0252754156142668,9.45212056559297,0.0985738748400223,1.02336799894038,0.132146444901457,0.0239165361915438,20240523,"site10","agg2"
"7",6.56302486960918,6.23546910080523,5.55688932938302,5.17534974726866,7.87364344484908,8.4255180050195,8.10226092950509,7.49266167589371,7.1512075297347,7.31176329635729,6.89020199273086,6.35871483537913,7.24523486262451,7.44167375788546,7.10136753525873,6.59491294555575,11.7389460369119,11.1631070596253,10.4300787451903,9.43680252149067,13.2819874271759,13.9157636665521,13.7057183046993,13.0331290107791,6.72504908695143,7.02823892422581,6.72187067112774,6.12271028310745,4.52001315907149,4.92404019099531,4.97234295408168,4.82522412369736,3.96468368079431,3.84326005884609,3.5745488172246,3.36966157443662,2.49367563086867,2.47967227892638,2.30407698842579,2.13990113916804,20240722,"site10","agg2"
"8",3.20194872398784,3.31112012241164,3.25091157561761,3.15508419052559,2.58416003781437,2.8032427634084,2.85416645611884,2.83897219180056,8.36602418225328,8.61123198266228,8.7017860252352,8.76139189506272,8.69948375586847,9.26742839103325,9.36003641196253,9.16805643398213,5.97094172244576,6.26793209104935,6.37793971193128,6.50435732698406,4.6699352927916,5.12248008087355,5.32285899842307,5.48818770396487,0.126712056023544,0.241525720796356,0.133535207130811,0.151724643115444,0.280967279945849,0.396130723395113,0.183909957664756,0.140860757934261,0.147644142896319,0.138431799793605,0.141118035183086,0.134564061346424,0.232162271088515,0.22956146905197,0.208443510342355,0.175247846401326,20240812,"site10","agg2"
"9",40.4010115962467,0.0700477855591383,1.99814227556472,0.0791672409443789,0.0131692495959717,21.774984453198,0.0955354624934381,1.57571872217933,0.107669946018341,0.0181641509366242,17.3086675548234,0.0780001833539337,1.30712975887002,0.0885371366755578,0.0148707140111834,16.9886348398662,0.079170371080569,1.2842188754852,0.111950028655397,0.0192218834766374,32.8088711394283,0.0989731930034701,2.10607962740588,0.108657792543623,0.0184475708769825,31.9899226976682,0.117253434732321,2.16517591517089,0.13051196815276,0.0230700728625727,20.0978869868825,0.0783679114901803,1.40109723925589,0.0932524308939565,0.014890210260958,17.4648057078284,0.0768889547745647,1.29582749911156,0.102537103386656,0.0171417084311576,20240408,"site10","agg4"
"10",18.0817056161985,0.0788380402501372,1.3441871066889,0.0951791212272099,0.0153957824992041,12.3413266501406,0.0812850762346964,1.11287985961536,0.0910919468838897,0.014795271178382,15.5315369794603,0.0765068597579559,1.20724703597178,0.103796749912546,0.0167631079111425,17.1518142081953,0.080215515213521,1.3202580703847,0.110690762702636,0.0182678975818308,25.3037143351292,0.0967294619069787,1.61663381385147,0.110698279935066,0.0210538766312061,25.1993803516905,0.0701256122635124,1.59583337520576,0.0704228520813137,0.0114736560778496,22.1416623040031,0.0767328359250544,1.45970758953697,0.0895763932806279,0.0143063136512096,21.0906724897148,0.0692360360917443,1.41095589537549,0.076518050273834,0.0124012999852876,20240523,"site10","agg4"
